ET,N,adaptive,alpha,avg_accept,avg_samples,avg_stop,beta,false_discoveries,fdp,min_AB,n_discoveries,n_tests,nrep,power,prior,s,step,steps,target,test,timestamp,true_discoveries,true_effects,type_one_error
5000,500,,0.05,350.43516873889877,497.7922128998427,500.0,0.2,72,0.04262877442273535,200,1689,114420,20,0.08778501628664495,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525044490.0,1617,18420,0.00075
5000,1000,,0.05,443.6899619398977,833.4201013808774,1000.0,,2907,0.03393887033880496,200,85654,286050,50,0.5165230961298377,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,5.0,,H/AB,fixed-early,,82747,160200,0.023098927294398094
5000,4000,,0.05,1806.0173094442757,2426.98447823807,2489.9740090717964,0.2,97,0.0018410264196781051,200,52688,572100,100,0.3364747280870122,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,msprt,1525050062.0,52591,156300,0.0002332852332852333
2000,5000,,0.05,1055.2262773722628,15.682826428945988,13.187470432603858,0.2,9,0.032846715328467155,200,274,114420,20,0.049440298507462684,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,heuristic,1525043379.0,265,5360,8.252338162479369e-05
2000,5000,,0.05,506.7142857142857,36.48376158014333,21.247696902435283,0.2,187,0.05207463102199944,200,3591,114420,20,0.07239472564866015,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,heuristic,1525043379.0,3404,47020,0.002774480712166172
5000,1000,,0.05,990.0,319.18372662122005,319.18255406843923,0.2,0,0.0,200,1,572100,100,0.0002941176470588235,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,msprt,1525044297.0,1,3400,0.0
5000,200,,0.05,200.0,200.0,200.0,,22,0.06027397260273973,200,365,286050,50,0.0074484256243213896,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,,343,46050,9.166666666666667e-05
5000,2000,,0.05,775.8389715832205,1699.5552350987589,2000.0,0.2,1152,0.041022719179545614,200,28082,114420,20,0.5727350063802638,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525050332.0,26930,47020,0.0170919881305638
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,0,0.0,200,6,572100,100,0.01,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,1525044518.0,6,600,0.0
5000,2000,,0.05,1605.5555555555557,388.67227757385075,388.63398953296905,0.2,0,0.0,200,18,572100,100,0.005294117647058823,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,msprt,1525046295.0,18,3400,0.0
5000,2000,,0.05,923.4767773272852,1588.9070092641148,1774.1010401188707,0.2,59,0.0023684316165549354,200,24911,114420,20,0.38782771535580524,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,msprt,1525043898.0,24852,64080,0.001172030194676202
5000,5000,,0.05,291.6542561654733,11.008860339101556,7.8914875003313805,0.2,321,0.051073985680190934,200,6285,572100,100,0.025367928541046362,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,optimal,1525044308.0,5964,235100,0.0009525222551928784
5000,5000,0.0,0.05,0.0,1.0,1.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,1.0,H/AB,bayesian,1525215230.0,0,14000,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,,539,0.014212635797911613,200,37924,286050,50,0.31803487877498937,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,,37385,117550,0.003198813056379822
2000,5000,,0.05,1279.0,4.162492571228806,4.1000957921380525,,0,0.0,200,14,286050,50,0.00823529411764706,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,heuristic,,14,1700,0.0
5000,1000,,0.05,800.0,395.14647788848106,395.1429395467536,0.2,0,0.0,200,1,114420,20,0.000847457627118644,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,msprt,1525043482.0,1,1180,0.0
5000,5000,0.0,0.05,0.0,1.0,1.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,1.0,H/AB,bayesian,1525214082.0,0,14000,0.0
5000,500,,0.05,0.0,500.0,500.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed-early,1525044490.0,0,120,0.0
5000,1000,,0.05,700.5845070422536,999.2568257297676,1000.0,,24,0.03380281690140845,200,710,286050,50,0.098,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,5.0,,H/AB,fixed-early,,686,7000,8.600609209819028e-05
5000,500,,0.05,331.6350652221977,493.3445673833246,500.0,0.2,1013,0.04479327879725846,200,22615,572100,100,0.13820857325655792,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,1525047876.0,21602,156300,0.0024362674362674364
2000,5000,,0.05,964.1578947368421,5.907925187904213,5.462176086066935,,4,0.03007518796992481,200,133,286050,50,0.01842857142857143,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,heuristic,,129,7000,1.4334348683031714e-05
5000,1000,,0.05,803.8888888888889,480.0629260618773,480.01197531511684,0.2,0,0.0,200,18,114420,20,0.0064285714285714285,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,msprt,1525043482.0,18,2800,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,11,0.01726844583987441,200,637,286050,50,0.2122033898305085,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,,626,2950,3.885552808194984e-05
5000,1000,,0.05,0.0,261.2775738507254,261.2775738507254,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,msprt,,0,800,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,1,0.007692307692307693,200,130,572100,100,0.080625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,1525044648.0,129,1600,1.7528483786152497e-06
5000,1000,,0.05,1000.0,1000.0,1000.0,,541,0.014281565956548137,200,37881,286050,50,0.3176520629519353,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,,37340,117550,0.0032106824925816025
5000,2000,,0.05,1930.0,301.96553050166057,301.9598390485546,,0,0.0,200,1,286050,50,0.00125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,msprt,,1,800,0.0
5000,5000,0.0,0.05,0.0,1.0,1.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,1.0,H/AB,bayesian,1525214081.0,0,5900,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,103,0.013858988159311088,200,7432,286050,50,0.28911242603550297,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,,7329,25350,0.00039509014192558496
5000,1000,,0.05,624.0082219938336,993.6053137563363,1000.0,0.2,100,0.051387461459403906,200,1946,114420,20,0.18205128205128204,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed-early,1525046351.0,1846,10140,0.0009589566551591868
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,241,0.010649580203269995,200,22630,114420,20,0.47615908124202466,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,1525043432.0,22389,47020,0.00357566765578635
5000,200,,0.05,157.25888324873097,199.8233875196644,200.0,,55,0.046531302876480544,200,1182,286050,50,0.014420985284708893,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,5.0,,H/AB,fixed-early,,1127,78150,0.00026455026455026457
5000,500,,0.05,500.0,500.0,500.0,0.2,0,0.0,200,1,572100,100,0.0016666666666666668,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,1525044394.0,1,600,0.0
5000,1000,,0.05,0.0,213.88222338751967,213.88222338751967,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,msprt,,0,300,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,3,0.006896551724137931,200,435,572100,100,0.12705882352941175,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,1525044648.0,432,3400,5.275189027606823e-06
5000,200,,0.05,151.90812337098174,199.22595700052437,200.0,,150,0.03258036490008688,200,4604,286050,50,0.03789025946405785,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,5.0,,H/AB,fixed-early,,4454,117550,0.0008902077151335311
5000,1000,,0.05,434.563290227816,828.4169900367069,1000.0,0.2,1208,0.03479162466518822,200,34721,114420,20,0.5229868913857678,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525046351.0,33513,64080,0.023996821613031388
5000,200,,0.05,169.6771653543307,199.99326865932528,200.0,0.2,3,0.023622047244094488,200,127,572100,100,0.002445759368836292,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed-early,1525044247.0,124,50700,5.7537399309551206e-06
